AllStateBandID,SchoolYear,ScoreGroup,Description,MaxScore,Percussion,NotCountedInTotal
2,2016-2017,Snare Etude,Rhythmic Accuracy,10,1,NULL
2,2016-2017,Snare Etude,"Musicality, Tempo & Style",20,1,NULL
2,2016-2017,Technical Etude,Tone Quality,20,0,0
2,2016-2017,Technical Etude,Note Accuracy,10,NULL,NULL
2,2016-2017,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
2,2016-2017,Technical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
2,2016-2017,Timpani Etude,Tuning Accuracy,10,1,NULL
2,2016-2017,Timpani Etude,Rhythmic Accuracy,10,1,NULL
2,2016-2017,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL
3,2016-2017,Chromatic Scale,Chromatic Scale,8,1,NULL
3,2016-2017,Chromatic Scale,Chromatic Scale,15,NULL,NULL
3,2016-2017,Lyrical Etude,Tone Quality,20,NULL,NULL
3,2016-2017,Lyrical Etude,Note Accuracy,10,NULL,NULL
3,2016-2017,Lyrical Etude,Rhythmic Accuracy,10,NULL,NULL
3,2016-2017,Lyrical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
3,2016-2017,Major Scales,G,15,NULL,NULL
3,2016-2017,Major Scales,G,8,1,NULL
3,2016-2017,Major Scales,C,8,1,NULL
3,2016-2017,Major Scales,C,15,NULL,NULL
3,2016-2017,Major Scales,F,15,NULL,NULL
3,2016-2017,Major Scales,F,8,1,NULL
3,2016-2017,Major Scales,Bb,8,1,NULL
3,2016-2017,Major Scales,Bb,15,NULL,NULL
3,2016-2017,Major Scales,Eb,8,1,NULL
3,2016-2017,Major Scales,Eb,15,NULL,NULL
3,2016-2017,Major Scales,Ab,8,1,NULL
3,2016-2017,Major Scales,Ab,15,NULL,NULL
3,2016-2017,Major Scales,Db,15,NULL,NULL
3,2016-2017,Major Scales,Db,8,1,NULL
3,2016-2017,Major Scales,Gb,8,1,NULL
3,2016-2017,Major Scales,Gb,15,NULL,NULL
3,2016-2017,Major Scales,B,15,NULL,NULL
3,2016-2017,Major Scales,B,8,1,NULL
3,2016-2017,Major Scales,E,8,1,NULL
3,2016-2017,Major Scales,E,15,NULL,NULL
3,2016-2017,Major Scales,A,8,1,NULL
3,2016-2017,Major Scales,A,15,NULL,NULL
3,2016-2017,Major Scales,D,15,NULL,NULL
3,2016-2017,Major Scales,D,8,1,NULL
3,2016-2017,Mallet Etude,Note Accuracy & Tone,10,1,NULL
3,2016-2017,Mallet Etude,Rhythmic Accuracy,10,1,NULL
3,2016-2017,Mallet Etude,"Musicality, Tempo & Style",20,1,NULL
3,2016-2017,Reading-Mallet,Note Accuracy & Tone,10,1,NULL
3,2016-2017,Reading-Mallet,Rhythmic Accuracy,10,1,NULL
3,2016-2017,Reading-Mallet,Musicality & Style,10,1,NULL
3,2016-2017,Reading-Snare,Note Accuracy & Tone,10,1,NULL
3,2016-2017,Reading-Snare,Rhythmic Accuracy,10,1,NULL
3,2016-2017,Reading-Snare,Musicality & Style,10,1,NULL
3,2016-2017,Sight-Reading,Tone Quality,10,NULL,NULL
3,2016-2017,Sight-Reading,Note Accuracy,10,NULL,NULL
3,2016-2017,Sight-Reading,Rhythmic Accuracy,10,NULL,NULL
3,2016-2017,Sight-Reading,"Musicallity, Tempo & Style",10,NULL,NULL
3,2016-2017,Snare Etude,Rudimental Accuracy,10,1,NULL
3,2016-2017,Snare Etude,Rhythmic Accuracy,10,1,NULL
3,2016-2017,Snare Etude,"Musicality, Tempo & Style",20,1,NULL
3,2016-2017,Technical Etude,Tone Quality,20,NULL,NULL
3,2016-2017,Technical Etude,Note Accuracy,10,NULL,NULL
3,2016-2017,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
3,2016-2017,Technical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
3,2016-2017,Timpani Etude,Tuning Accuracy,10,1,NULL
3,2016-2017,Timpani Etude,Rhythmic Accuracy,10,1,NULL
3,2016-2017,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL
1,2017-2018,Chromatic Scale,Chromatic Scale,8,1,NULL
1,2017-2018,Chromatic Scale,Chromatic Scale,15,NULL,NULL
1,2017-2018,Lyrical Etude,Tone Quality,20,NULL,NULL
1,2017-2018,Lyrical Etude,Note Accuracy,10,NULL,NULL
1,2017-2018,Lyrical Etude,Rhythmic Accuracy,10,NULL,NULL
1,2017-2018,Lyrical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
1,2017-2018,Major Scales,G,15,NULL,NULL
1,2017-2018,Major Scales,G,8,1,NULL
1,2017-2018,Major Scales,C,8,1,NULL
1,2017-2018,Major Scales,C,15,NULL,NULL
1,2017-2018,Major Scales,F,15,NULL,NULL
1,2017-2018,Major Scales,F,8,1,NULL
1,2017-2018,Major Scales,Bb,8,1,NULL
1,2017-2018,Major Scales,Bb,15,NULL,NULL
1,2017-2018,Major Scales,Eb,15,NULL,NULL
1,2017-2018,Major Scales,Eb,8,1,NULL
1,2017-2018,Major Scales,Ab,8,1,NULL
1,2017-2018,Major Scales,Ab,15,NULL,NULL
1,2017-2018,Major Scales,Db,15,NULL,NULL
1,2017-2018,Major Scales,Db,8,1,NULL
1,2017-2018,Mallet Etude,Note Accuracy & Tone,10,1,NULL
1,2017-2018,Mallet Etude,Rhythmic Accuracy,10,1,NULL
1,2017-2018,Mallet Etude,"Musicality, Tempo, & Style",20,1,NULL
1,2017-2018,Reading-Mallet,Note Accuracy & Tone,10,1,NULL
1,2017-2018,Reading-Mallet,Rhythmic Accuracy,10,1,NULL
1,2017-2018,Reading-Mallet,"Musicality, Tempo & Style",10,1,NULL
1,2017-2018,Reading-Snare,Note Accuracy & Tone,10,1,NULL
1,2017-2018,Reading-Snare,Rhythmic Accuracy,10,1,NULL
1,2017-2018,Reading-Snare,"Musicality, Tempo, & Style",10,1,NULL
1,2017-2018,Sight-Reading,Tone Quality,10,NULL,NULL
1,2017-2018,Sight-Reading,Note Accuracy,10,NULL,NULL
1,2017-2018,Sight-Reading,Rhythmic Accuracy,10,NULL,NULL
1,2017-2018,Sight-Reading,"Musicallity, Tempo & Style",10,NULL,NULL
1,2017-2018,Snare Etude,Rudimental Accuracy,10,1,NULL
1,2017-2018,Snare Etude,Rhythmic Accuracy,10,1,NULL
1,2017-2018,Snare Etude,"Musicality, Tempo, & Style",20,1,NULL
1,2017-2018,Technical Etude,Tone Quality,20,NULL,NULL
1,2017-2018,Technical Etude,Note Accuracy,10,NULL,NULL
1,2017-2018,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
1,2017-2018,Technical Etude,"Musicality, Tempo & Style",20,NULL,NULL
1,2017-2018,Timpani Etude,Tuning Accuracy,10,1,NULL
1,2017-2018,Timpani Etude,Rhythmic Accuracy,10,1,NULL
1,2017-2018,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL
2,2017-2018,Chromatic Scale,Chromatic Scale,8,1,NULL
2,2017-2018,Chromatic Scale,Chromatic Scale,15,NULL,NULL
2,2017-2018,Lyrical Etude,Tone Quality,20,0,0
2,2017-2018,Lyrical Etude,Note Accuracy,10,NULL,NULL
2,2017-2018,Lyrical Etude,Rhythmic Accuracy,10,NULL,NULL
2,2017-2018,Lyrical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
2,2017-2018,Major Scales,G,15,NULL,NULL
2,2017-2018,Major Scales,G,8,1,NULL
2,2017-2018,Major Scales,C,15,NULL,NULL
2,2017-2018,Major Scales,C,8,1,NULL
2,2017-2018,Major Scales,F,8,1,NULL
2,2017-2018,Major Scales,F,15,NULL,NULL
2,2017-2018,Major Scales,Bb,15,NULL,NULL
2,2017-2018,Major Scales,Bb,8,1,NULL
2,2017-2018,Major Scales,Eb,8,1,NULL
2,2017-2018,Major Scales,Eb,15,NULL,NULL
2,2017-2018,Major Scales,Ab,8,1,NULL
2,2017-2018,Major Scales,Ab,15,NULL,NULL
2,2017-2018,Major Scales,Db,15,NULL,NULL
2,2017-2018,Major Scales,Db,8,1,NULL
2,2017-2018,Major Scales,Gb,8,1,NULL
2,2017-2018,Major Scales,Gb,15,NULL,NULL
2,2017-2018,Major Scales,B,15,NULL,NULL
2,2017-2018,Major Scales,B,8,1,NULL
2,2017-2018,Major Scales,E,8,1,NULL
2,2017-2018,Major Scales,E,15,NULL,NULL
2,2017-2018,Major Scales,A,8,1,NULL
2,2017-2018,Major Scales,A,15,NULL,NULL
2,2017-2018,Major Scales,D,15,NULL,NULL
2,2017-2018,Major Scales,D,8,1,NULL
2,2017-2018,Mallet Etude,Note Accuracy & Tone,10,1,NULL
2,2017-2018,Mallet Etude,Rhythmic Accuracy,10,1,NULL
2,2017-2018,Mallet Etude,"Musicality, Tempo & Style",20,1,NULL
2,2017-2018,Reading-Mallet,Note Accuracy & Tone,10,1,NULL
2,2017-2018,Reading-Mallet,Rhythmic Accuracy,10,1,NULL
2,2017-2018,Reading-Mallet,"Musicality,Tempo, & Style",10,1,NULL
2,2017-2018,Reading-Snare,Note Accuracy & Tone,10,1,NULL
2,2017-2018,Reading-Snare,Rhythmic Accuracy,10,1,NULL
2,2017-2018,Reading-Snare,"Musicality, Tempo, & Style",10,1,NULL
2,2017-2018,Sight-Reading,Tone Quality,10,NULL,NULL
2,2017-2018,Sight-Reading,Note Accuracy,10,NULL,NULL
2,2017-2018,Sight-Reading,Rhythmic Accuracy,10,NULL,NULL
2,2017-2018,Sight-Reading,"Musicallity, Tempo & Style",10,NULL,NULL
2,2017-2018,Snare Etude,Rudimental Accuracy,10,1,NULL
2,2017-2018,Snare Etude,Rhythmic Accuracy,10,1,NULL
2,2017-2018,Snare Etude,"Musicality, Tempo & Style",20,1,NULL
2,2017-2018,Technical Etude,Tone Quality,20,0,0
2,2017-2018,Technical Etude,Note Accuracy,10,NULL,NULL
2,2017-2018,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
2,2017-2018,Technical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
2,2017-2018,Timpani Etude,Tuning Accuracy,10,1,NULL
2,2017-2018,Timpani Etude,Rhythmic Accuracy,10,1,NULL
2,2017-2018,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL
3,2017-2018,Chromatic Scale,Chromatic Scale,8,1,NULL
3,2017-2018,Chromatic Scale,Chromatic Scale,15,NULL,NULL
3,2017-2018,Lyrical Etude,Tone Quality,20,NULL,NULL
3,2017-2018,Lyrical Etude,Note Accuracy,10,NULL,NULL
3,2017-2018,Lyrical Etude,Rhythmic Accuracy,10,NULL,NULL
3,2017-2018,Lyrical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
3,2017-2018,Major Scales,G,15,NULL,NULL
3,2017-2018,Major Scales,G,8,1,NULL
3,2017-2018,Major Scales,C,8,1,NULL
3,2017-2018,Major Scales,C,15,NULL,NULL
3,2017-2018,Major Scales,F,8,1,NULL
3,2017-2018,Major Scales,F,15,NULL,NULL
3,2017-2018,Major Scales,Bb,8,1,NULL
3,2017-2018,Major Scales,Bb,15,NULL,NULL
3,2017-2018,Major Scales,Eb,8,1,NULL
3,2017-2018,Major Scales,Eb,15,NULL,NULL
3,2017-2018,Major Scales,Ab,8,1,NULL
3,2017-2018,Major Scales,Ab,15,NULL,NULL
3,2017-2018,Major Scales,Db,15,NULL,NULL
3,2017-2018,Major Scales,Db,8,1,NULL
3,2017-2018,Major Scales,Gb,8,1,NULL
3,2017-2018,Major Scales,Gb,15,NULL,NULL
3,2017-2018,Major Scales,B,8,1,NULL
3,2017-2018,Major Scales,B,15,NULL,NULL
3,2017-2018,Major Scales,E,8,1,NULL
3,2017-2018,Major Scales,E,15,NULL,NULL
3,2017-2018,Major Scales,A,8,1,NULL
3,2017-2018,Major Scales,A,15,NULL,NULL
3,2017-2018,Major Scales,D,15,NULL,NULL
3,2017-2018,Major Scales,D,8,1,NULL
3,2017-2018,Mallet Etude,Note Accuracy & Tone,10,1,NULL
3,2017-2018,Mallet Etude,Rhythmic Accuracy,10,1,NULL
3,2017-2018,Mallet Etude,"Musicality, Tempo & Style",20,1,NULL
3,2017-2018,Reading-Mallet,Note Accuracy & Tone,10,1,NULL
3,2017-2018,Reading-Mallet,Rhythmic Accuracy,10,1,NULL
3,2017-2018,Reading-Mallet,Musicality & Style,10,1,NULL
3,2017-2018,Reading-Snare,Note Accuracy & Tone,10,1,NULL
3,2017-2018,Reading-Snare,Rhythmic Accuracy,10,1,NULL
3,2017-2018,Reading-Snare,Musicality & Style,10,1,NULL
3,2017-2018,Sight-Reading,Tone Quality,10,NULL,NULL
3,2017-2018,Sight-Reading,Note Accuracy,10,NULL,NULL
3,2017-2018,Sight-Reading,Rhythmic Accuracy,10,NULL,NULL
3,2017-2018,Sight-Reading,"Musicallity, Tempo & Style",10,NULL,NULL
3,2017-2018,Snare Etude,Rudimental Accuracy,10,1,NULL
3,2017-2018,Snare Etude,Rhythmic Accuracy,10,1,NULL
3,2017-2018,Snare Etude,"Musicality, Tempo & Style",20,1,NULL
3,2017-2018,Technical Etude,Tone Quality,20,NULL,NULL
3,2017-2018,Technical Etude,Note Accuracy,10,NULL,NULL
3,2017-2018,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
3,2017-2018,Technical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
3,2017-2018,Timpani Etude,Tuning Accuracy,10,1,NULL
3,2017-2018,Timpani Etude,Rhythmic Accuracy,10,1,NULL
3,2017-2018,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL
1,2018-2019,Chromatic Scale,Chromatic Scale,8,1,NULL
1,2018-2019,Chromatic Scale,Chromatic Scale,15,NULL,NULL
1,2018-2019,Lyrical Etude,Tone Quality,20,NULL,NULL
1,2018-2019,Lyrical Etude,Note Accuracy,10,NULL,NULL
1,2018-2019,Lyrical Etude,Rhythmic Accuracy,10,NULL,NULL
1,2018-2019,Lyrical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
1,2018-2019,Major Scales,G,15,NULL,NULL
1,2018-2019,Major Scales,G,8,1,NULL
1,2018-2019,Major Scales,C,8,1,NULL
1,2018-2019,Major Scales,C,15,NULL,NULL
1,2018-2019,Major Scales,F,15,NULL,NULL
1,2018-2019,Major Scales,F,8,1,NULL
1,2018-2019,Major Scales,Bb,8,1,NULL
1,2018-2019,Major Scales,Bb,15,NULL,NULL
1,2018-2019,Major Scales,Eb,15,NULL,NULL
1,2018-2019,Major Scales,Eb,8,1,NULL
1,2018-2019,Major Scales,Ab,8,1,NULL
1,2018-2019,Major Scales,Ab,15,NULL,NULL
1,2018-2019,Major Scales,Db,15,NULL,NULL
1,2018-2019,Major Scales,Db,8,1,NULL
1,2018-2019,Mallet Etude,Note Accuracy & Tone,10,1,NULL
1,2018-2019,Mallet Etude,Rhythmic Accuracy,10,1,NULL
1,2018-2019,Mallet Etude,"Musicality, Tempo, & Style",20,1,NULL
1,2018-2019,Reading-Mallet,Note Accuracy & Tone,10,1,NULL
1,2018-2019,Reading-Mallet,Rhythmic Accuracy,10,1,NULL
1,2018-2019,Reading-Mallet,"Musicality, Tempo & Style",10,1,NULL
1,2018-2019,Reading-Snare,Note Accuracy & Tone,10,1,NULL
1,2018-2019,Reading-Snare,Rhythmic Accuracy,10,1,NULL
1,2018-2019,Reading-Snare,"Musicality, Tempo, & Style",10,1,NULL
1,2018-2019,Sight-Reading,Tone Quality,10,NULL,NULL
1,2018-2019,Sight-Reading,Note Accuracy,10,NULL,NULL
1,2018-2019,Sight-Reading,Rhythmic Accuracy,10,NULL,NULL
1,2018-2019,Sight-Reading,"Musicallity, Tempo & Style",10,NULL,NULL
1,2018-2019,Snare Etude,Rudimental Accuracy,10,1,NULL
1,2018-2019,Snare Etude,Rhythmic Accuracy,10,1,NULL
1,2018-2019,Snare Etude,"Musicality, Tempo, & Style",20,1,NULL
1,2018-2019,Technical Etude,Tone Quality,20,NULL,NULL
1,2018-2019,Technical Etude,Note Accuracy,10,NULL,NULL
1,2018-2019,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
1,2018-2019,Technical Etude,"Musicality, Tempo & Style",20,NULL,NULL
1,2018-2019,Timpani Etude,Tuning Accuracy,10,1,NULL
1,2018-2019,Timpani Etude,Rhythmic Accuracy,10,1,NULL
1,2018-2019,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL
2,2018-2019,Chromatic Scale,Chromatic Scale,8,1,NULL
2,2018-2019,Chromatic Scale,Chromatic Scale,15,NULL,NULL
2,2018-2019,Lyrical Etude,Tone Quality,20,0,0
2,2018-2019,Lyrical Etude,Note Accuracy,10,NULL,NULL
2,2018-2019,Lyrical Etude,Rhythmic Accuracy,10,NULL,NULL
2,2018-2019,Lyrical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
2,2018-2019,Major Scales,G,15,NULL,NULL
2,2018-2019,Major Scales,G,8,1,NULL
2,2018-2019,Major Scales,C,15,NULL,NULL
2,2018-2019,Major Scales,C,8,1,NULL
2,2018-2019,Major Scales,F,8,1,NULL
2,2018-2019,Major Scales,F,15,NULL,NULL
2,2018-2019,Major Scales,Bb,15,NULL,NULL
2,2018-2019,Major Scales,Bb,8,1,NULL
2,2018-2019,Major Scales,Eb,8,1,NULL
2,2018-2019,Major Scales,Eb,15,NULL,NULL
2,2018-2019,Major Scales,Ab,8,1,NULL
2,2018-2019,Major Scales,Ab,15,NULL,NULL
2,2018-2019,Major Scales,Db,15,NULL,NULL
2,2018-2019,Major Scales,Db,8,1,NULL
2,2018-2019,Major Scales,Gb,8,1,NULL
2,2018-2019,Major Scales,Gb,15,NULL,NULL
2,2018-2019,Major Scales,B,15,NULL,NULL
2,2018-2019,Major Scales,B,8,1,NULL
2,2018-2019,Major Scales,E,8,1,NULL
2,2018-2019,Major Scales,E,15,NULL,NULL
2,2018-2019,Major Scales,A,8,1,NULL
2,2018-2019,Major Scales,A,15,NULL,NULL
2,2018-2019,Major Scales,D,15,NULL,NULL
2,2018-2019,Major Scales,D,8,1,NULL
2,2018-2019,Mallet Etude,Note Accuracy & Tone,10,1,NULL
2,2018-2019,Mallet Etude,Rhythmic Accuracy,10,1,NULL
2,2018-2019,Mallet Etude,"Musicality, Tempo & Style",20,1,NULL
2,2018-2019,Reading-Mallet,Note Accuracy & Tone,10,1,NULL
2,2018-2019,Reading-Mallet,Rhythmic Accuracy,10,1,NULL
2,2018-2019,Reading-Mallet,"Musicality,Tempo, & Style",10,1,NULL
2,2018-2019,Reading-Snare,Note Accuracy & Tone,10,1,NULL
2,2018-2019,Reading-Snare,Rhythmic Accuracy,10,1,NULL
2,2018-2019,Reading-Snare,"Musicality, Tempo, & Style",10,1,NULL
2,2018-2019,Sight-Reading,Tone Quality,10,NULL,NULL
2,2018-2019,Sight-Reading,Note Accuracy,10,NULL,NULL
2,2018-2019,Sight-Reading,Rhythmic Accuracy,10,NULL,NULL
2,2018-2019,Sight-Reading,"Musicallity, Tempo & Style",10,NULL,NULL
2,2018-2019,Snare Etude,Rudimental Accuracy,10,1,NULL
2,2018-2019,Snare Etude,Rhythmic Accuracy,10,1,NULL
2,2018-2019,Snare Etude,"Musicality, Tempo & Style",20,1,NULL
2,2018-2019,Technical Etude,Tone Quality,20,0,0
2,2018-2019,Technical Etude,Note Accuracy,10,NULL,NULL
2,2018-2019,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
2,2018-2019,Technical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
2,2018-2019,Timpani Etude,Tuning Accuracy,10,1,NULL
2,2018-2019,Timpani Etude,Rhythmic Accuracy,10,1,NULL
2,2018-2019,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL
3,2018-2019,Chromatic Scale,Chromatic Scale,8,1,NULL
3,2018-2019,Chromatic Scale,Chromatic Scale,15,NULL,NULL
3,2018-2019,Lyrical Etude,Tone Quality,20,NULL,NULL
3,2018-2019,Lyrical Etude,Note Accuracy,10,NULL,NULL
3,2018-2019,Lyrical Etude,Rhythmic Accuracy,10,NULL,NULL
3,2018-2019,Lyrical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
3,2018-2019,Major Scales,G,15,NULL,NULL
3,2018-2019,Major Scales,G,8,1,NULL
3,2018-2019,Major Scales,C,8,1,NULL
3,2018-2019,Major Scales,C,15,NULL,NULL
3,2018-2019,Major Scales,F,8,1,NULL
3,2018-2019,Major Scales,F,15,NULL,NULL
3,2018-2019,Major Scales,Bb,8,1,NULL
3,2018-2019,Major Scales,Bb,15,NULL,NULL
3,2018-2019,Major Scales,Eb,8,1,NULL
3,2018-2019,Major Scales,Eb,15,NULL,NULL
3,2018-2019,Major Scales,Ab,8,1,NULL
3,2018-2019,Major Scales,Ab,15,NULL,NULL
3,2018-2019,Major Scales,Db,15,NULL,NULL
3,2018-2019,Major Scales,Db,8,1,NULL
3,2018-2019,Major Scales,Gb,8,1,NULL
3,2018-2019,Major Scales,Gb,15,NULL,NULL
3,2018-2019,Major Scales,B,8,1,NULL
3,2018-2019,Major Scales,B,15,NULL,NULL
3,2018-2019,Major Scales,E,8,1,NULL
3,2018-2019,Major Scales,E,15,NULL,NULL
3,2018-2019,Major Scales,A,8,1,NULL
3,2018-2019,Major Scales,A,15,NULL,NULL
3,2018-2019,Major Scales,D,15,NULL,NULL
3,2018-2019,Major Scales,D,8,1,NULL
3,2018-2019,Mallet Etude,Note Accuracy & Tone,10,1,NULL
3,2018-2019,Mallet Etude,Rhythmic Accuracy,10,1,NULL
3,2018-2019,Mallet Etude,"Musicality, Tempo & Style",20,1,NULL
3,2018-2019,Reading-Mallet,Note Accuracy & Tone,10,1,NULL
3,2018-2019,Reading-Mallet,Rhythmic Accuracy,10,1,NULL
3,2018-2019,Reading-Mallet,Musicality & Style,10,1,NULL
3,2018-2019,Reading-Snare,Note Accuracy & Tone,10,1,NULL
3,2018-2019,Reading-Snare,Rhythmic Accuracy,10,1,NULL
3,2018-2019,Reading-Snare,Musicality & Style,10,1,NULL
3,2018-2019,Sight-Reading,Tone Quality,10,NULL,NULL
3,2018-2019,Sight-Reading,Note Accuracy,10,NULL,NULL
3,2018-2019,Sight-Reading,Rhythmic Accuracy,10,NULL,NULL
3,2018-2019,Sight-Reading,"Musicallity, Tempo & Style",10,NULL,NULL
3,2018-2019,Snare Etude,Rudimental Accuracy,10,1,NULL
3,2018-2019,Snare Etude,Rhythmic Accuracy,10,1,NULL
3,2018-2019,Snare Etude,"Musicality, Tempo & Style",20,1,NULL
3,2018-2019,Technical Etude,Tone Quality,20,NULL,NULL
3,2018-2019,Technical Etude,Note Accuracy,10,NULL,NULL
3,2018-2019,Technical Etude,Rhythmic Accuracy,10,NULL,NULL
3,2018-2019,Technical Etude,"Musicallity, Tempo & Style",20,NULL,NULL
3,2018-2019,Timpani Etude,Tuning Accuracy,10,1,NULL
3,2018-2019,Timpani Etude,Rhythmic Accuracy,10,1,NULL
3,2018-2019,Timpani Etude,"Musicality, Tempo, & Style",20,1,NULL